,Sender,Titel,Genre,Sparte,Wochentag,Datum,Sendungsanfang,Sendungslänge,Sendungende
166,SAT1G,Unsere kleine Farm  USA 1981,Familienserie,Serie,Mo,27.07.,2020-07-27 10:40:00,0 days 00:45:00.000000000,2020-07-27 11:25:00
167,ARD,Meister des Alltags  D,Wissensquiz,Unterhaltung,Mo,27.07.,2020-07-27 10:45:00,0 days 00:30:00.000000000,2020-07-27 11:15:00
168,PRO7M,Border Patrol New Zealand – Einsatz an der Grenze  NZ 2019,Doku,Report,Mo,27.07.,2020-07-27 10:45:00,0 days 00:20:00.000000000,2020-07-27 11:05:00
169,PRO7,Mike & Molly  USA 2013,Comedyserie,Serie,Mo,27.07.,2020-07-27 10:50:00,0 days 00:20:00.000000000,2020-07-27 11:10:00
170,VOX,vox nachrichten,Nachrichten,,Mo,27.07.,2020-07-27 10:50:00,0 days 00:05:00.000000000,2020-07-27 10:55:00
171,VOX,"Mein Kind, dein Kind – Wie erziehst du denn?  D",Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 10:55:00,0 days 01:00:00.000000000,2020-07-27 11:55:00
172,CC,Friends  USA 2003,Comedyserie,Serie,Mo,27.07.,2020-07-27 10:58:00,0 days 00:29:00.000000000,2020-07-27 11:27:00
173,RTL,Der Blaulicht Report  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 11:00:00,0 days 01:00:00.000000000,2020-07-27 12:00:00
174,SAT1,Im Namen der Gerechtigkeit – Wir kämpfen für Sie!  D,Realitysoap,Unterhaltung,Mo,27.07.,2020-07-27 11:00:00,0 days 01:00:00.000000000,2020-07-27 12:00:00
175,FES,Morden im Norden  D 2014,Krimiserie,Serie,Mo,27.07.,2020-07-27 11:00:00,0 days 00:50:00.000000000,2020-07-27 11:50:00
176,RTLPL,Die Schulermittler  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 11:00:00,0 days 00:30:00.000000000,2020-07-27 11:30:00
177,PRO7M,Border Patrol New Zealand – Einsatz an der Grenze  NZ 2019,Doku,Report,Mo,27.07.,2020-07-27 11:05:00,0 days 00:20:00.000000000,2020-07-27 11:25:00
178,PRO7,Man with a Plan  USA 2018,Comedyserie,Serie,Mo,27.07.,2020-07-27 11:10:00,0 days 00:30:00.000000000,2020-07-27 11:40:00
179,SERVU,Mega-Bauten  GB 2017,Reportagereihe,Report,Mo,27.07.,2020-07-27 11:10:00,0 days 00:58:00.000000000,2020-07-27 12:08:00
180,SIXX,Desperate Housewives  USA 2006,Dramedyserie,Serie,Mo,27.07.,2020-07-27 11:10:00,0 days 00:50:00.000000000,2020-07-27 12:00:00
181,3SAT,Die Odyssee der einsamen Wölfe  D,Geschichtsdoku,Report,Mo,27.07.,2020-07-27 11:10:00,0 days 00:45:00.000000000,2020-07-27 11:55:00
182,ARD,Gefragt – Gejagt  D,Rateshow,Unterhaltung,Mo,27.07.,2020-07-27 11:15:00,0 days 00:45:00.000000000,2020-07-27 12:00:00
183,ZDF,SOKO Stuttgart  D 2010,Krimiserie,Serie,Mo,27.07.,2020-07-27 11:15:00,0 days 00:45:00.000000000,2020-07-27 12:00:00
184,ARTE,Die Mosel  D 2014,Doku,Report,Mo,27.07.,2020-07-27 11:15:00,0 days 00:35:00.000000000,2020-07-27 11:50:00
185,DMAX,Deutschland 24/7 – Ohne uns läuft nichts!  D,Dokureihe,Report,Mo,27.07.,2020-07-27 11:15:00,0 days 01:00:00.000000000,2020-07-27 12:15:00
186,K1,Without a Trace – Spurlos verschwunden  USA 2007,Krimiserie,Serie,Mo,27.07.,2020-07-27 11:25:00,0 days 00:55:00.000000000,2020-07-27 12:20:00
187,SAT1G,Ein Engel auf Erden  USA 1989,Familienserie,Serie,Mo,27.07.,2020-07-27 11:25:00,0 days 00:55:00.000000000,2020-07-27 12:20:00
188,PRO7M,Border Patrol New Zealand – Einsatz an der Grenze  NZ 2019,Doku,Report,Mo,27.07.,2020-07-27 11:25:00,0 days 00:30:00.000000000,2020-07-27 11:55:00
189,CC,Friends  USA 2003,Comedyserie,Serie,Mo,27.07.,2020-07-27 11:27:00,0 days 00:26:00.000000000,2020-07-27 11:53:00
190,2NEO,Dinner Date  D,Dateshow,Unterhaltung,Mo,27.07.,2020-07-27 11:30:00,0 days 00:45:00.000000000,2020-07-27 12:15:00
191,RTLPL,Die Schulermittler  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 11:30:00,0 days 00:30:00.000000000,2020-07-27 12:00:00
192,PRO7,Last Man Standing  USA 2013,Comedyserie,Serie,Mo,27.07.,2020-07-27 11:40:00,0 days 00:25:00.000000000,2020-07-27 12:05:00
193,ARTE,Die Mosel  D 2014,Doku,Report,Mo,27.07.,2020-07-27 11:50:00,0 days 00:30:00.000000000,2020-07-27 12:20:00
194,FES,Sturm der Liebe  D 2014,Telenovela,Serie,Mo,27.07.,2020-07-27 11:50:00,0 days 00:45:00.000000000,2020-07-27 12:35:00
195,CC,Friends  USA 2003,Comedyserie,Serie,Mo,27.07.,2020-07-27 11:53:00,0 days 00:27:00.000000000,2020-07-27 12:20:00
196,VOX,Shopping Queen  D,Stylingsoap,Unterhaltung,Mo,27.07.,2020-07-27 11:55:00,0 days 01:00:00.000000000,2020-07-27 12:55:00
197,TELE5,Dauerwerbesendung,Werbesendung,,Mo,27.07.,2020-07-27 11:55:00,0 days 02:00:00.000000000,2020-07-27 13:55:00
198,3SAT,Zu Tisch in ... der Bretagne  D 2006,Dokureihe,Report,Mo,27.07.,2020-07-27 11:55:00,0 days 00:25:00.000000000,2020-07-27 12:20:00
199,PRO7M,Border Patrol New Zealand – Einsatz an der Grenze  NZ 2019,Doku,Report,Mo,27.07.,2020-07-27 11:55:00,0 days 00:20:00.000000000,2020-07-27 12:15:00
200,ARD,Tagesschau  D,Nachrichten,,Mo,27.07.,2020-07-27 12:00:00,0 days 00:15:00.000000000,2020-07-27 12:15:00
201,ZDF,heute,,,Mo,27.07.,2020-07-27 12:00:00,0 days 00:10:00.000000000,2020-07-27 12:10:00
202,RTL,Punkt 12 – Das RTL-Mittagsjournal  D,Magazin,Unterhaltung,Mo,27.07.,2020-07-27 12:00:00,0 days 02:00:00.000000000,2020-07-27 14:00:00
203,SAT1,Anwälte im Einsatz  D,Realitysoap,Unterhaltung,Mo,27.07.,2020-07-27 12:00:00,0 days 01:00:00.000000000,2020-07-27 13:00:00
204,SIXX,Desperate Housewives  USA 2006,Dramedyserie,Serie,Mo,27.07.,2020-07-27 12:00:00,0 days 00:55:00.000000000,2020-07-27 12:55:00
205,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Mo,27.07.,2020-07-27 12:00:00,0 days 00:55:00.000000000,2020-07-27 12:55:00
206,PRO7,2 Broke Girls  USA 2016,Sitcom,Serie,Mo,27.07.,2020-07-27 12:05:00,0 days 00:30:00.000000000,2020-07-27 12:35:00
207,SERVU,Servus Wetter  A,Wetterbericht,Report,Mo,27.07.,2020-07-27 12:08:00,0 days 00:02:00.000000000,2020-07-27 12:10:00
208,ZDF,drehscheibe,Magazin,Report,Mo,27.07.,2020-07-27 12:10:00,0 days 00:50:00.000000000,2020-07-27 13:00:00
209,SERVU,Spektakuläre Bauwerke  GB 2018,Dokureihe,Report,Mo,27.07.,2020-07-27 12:10:00,0 days 00:55:00.000000000,2020-07-27 13:05:00
210,ARD,ARD-Buffet,Infomagazin,Report,Mo,27.07.,2020-07-27 12:15:00,0 days 00:45:00.000000000,2020-07-27 13:00:00
211,RTL2,Frauentausch  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 12:15:00,0 days 01:55:00.000000000,2020-07-27 14:10:00
212,2NEO,Monk  USA 2004,Krimiserie,Serie,Mo,27.07.,2020-07-27 12:15:00,0 days 00:40:00.000000000,2020-07-27 12:55:00
213,RTL-N,J.A.G. – Im Auftrag der Ehre  USA 1995,Actionserie,Serie,Mo,27.07.,2020-07-27 12:15:00,0 days 00:50:00.000000000,2020-07-27 13:05:00
214,DMAX,Fang des Lebens – Der gefährlichste Job Alaskas  USA,Reportage,Report,Mo,27.07.,2020-07-27 12:15:00,0 days 01:00:00.000000000,2020-07-27 13:15:00
215,PRO7M,Border Patrol New Zealand – Einsatz an der Grenze  NZ 2019,Doku,Report,Mo,27.07.,2020-07-27 12:15:00,0 days 00:30:00.000000000,2020-07-27 12:45:00
216,K1,Castle  USA 2014,Krimiserie,Serie,Mo,27.07.,2020-07-27 12:20:00,0 days 00:55:00.000000000,2020-07-27 13:15:00
217,ARTE,Die Mosel  D 2014,Doku,Report,Mo,27.07.,2020-07-27 12:20:00,0 days 00:40:00.000000000,2020-07-27 13:00:00
218,SAT1G,Dr. Quinn – Ärztin aus Leidenschaft  USA 1997,Westernserie,Serie,Mo,27.07.,2020-07-27 12:20:00,0 days 00:50:00.000000000,2020-07-27 13:10:00
219,CC,Die Wilden Siebziger  USA 2001,Comedyserie,Serie,Mo,27.07.,2020-07-27 12:20:00,0 days 00:25:00.000000000,2020-07-27 12:45:00
220,3SAT,Servicezeit-Reportage  D 2016,Reportagereihe,Report,Mo,27.07.,2020-07-27 12:22:00,0 days 00:30:00.000000000,2020-07-27 12:52:00
221,PRO7,Mom  USA 2019,Sitcom,Serie,Mo,27.07.,2020-07-27 12:35:00,0 days 00:20:00.000000000,2020-07-27 12:55:00
222,FES,Sturm der Liebe  D 2014,Telenovela,Serie,Mo,27.07.,2020-07-27 12:35:00,0 days 00:50:00.000000000,2020-07-27 13:25:00
223,PRO7M,Border Patrol Australia  AUS,Dokureihe,Report,Mo,27.07.,2020-07-27 12:45:00,0 days 00:20:00.000000000,2020-07-27 13:05:00
224,CC,Die Wilden Siebziger  USA 2001,Comedyserie,Serie,Mo,27.07.,2020-07-27 12:45:00,0 days 00:26:00.000000000,2020-07-27 13:11:00
225,3SAT,"Bilbao, da will ich hin!  D 2018",Reportage,Report,Mo,27.07.,2020-07-27 12:52:00,0 days 00:29:00.000000000,2020-07-27 13:21:00
226,PRO7,Mom  USA 2019,Sitcom,Serie,Mo,27.07.,2020-07-27 12:55:00,0 days 00:30:00.000000000,2020-07-27 13:25:00
227,VOX,Zwischen Tüll und Tränen  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 12:55:00,0 days 01:05:00.000000000,2020-07-27 14:00:00
228,2NEO,Monk  USA 2004,Krimiserie,Serie,Mo,27.07.,2020-07-27 12:55:00,0 days 00:40:00.000000000,2020-07-27 13:35:00
229,SIXX,Gilmore Girls  USA 2000,Familienserie,Serie,Mo,27.07.,2020-07-27 12:55:00,0 days 00:55:00.000000000,2020-07-27 13:50:00
230,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Mo,27.07.,2020-07-27 12:55:00,0 days 00:50:00.000000000,2020-07-27 13:45:00
231,ARD,ARD-Mittagsmagazin,Nachrichtenmagazin,Report,Mo,27.07.,2020-07-27 13:00:00,0 days 01:00:00.000000000,2020-07-27 14:00:00
232,ZDF,ARD-Mittagsmagazin,Nachrichtenmagazin,Report,Mo,27.07.,2020-07-27 13:00:00,0 days 01:00:00.000000000,2020-07-27 14:00:00
233,SAT1,Anwälte im Einsatz  D,Realitysoap,Unterhaltung,Mo,27.07.,2020-07-27 13:00:00,0 days 01:00:00.000000000,2020-07-27 14:00:00
234,ARTE,Stadt Land Kunst  F,Magazin,Report,Mo,27.07.,2020-07-27 13:00:00,0 days 00:40:00.000000000,2020-07-27 13:40:00
235,SERVU,Auf Entdeckungsreise – durch Europa  D 2017,Doku,Report,Mo,27.07.,2020-07-27 13:05:00,0 days 00:58:00.000000000,2020-07-27 14:03:00
236,RTL-N,Team Knight Rider  USA 1997,Actionserie,Serie,Mo,27.07.,2020-07-27 13:05:00,0 days 00:45:00.000000000,2020-07-27 13:50:00
237,PRO7M,Border Patrol Australia  AUS,Dokureihe,Report,Mo,27.07.,2020-07-27 13:05:00,0 days 00:30:00.000000000,2020-07-27 13:35:00
238,SAT1G,Unsere kleine Farm  USA 1981,Familienserie,Serie,Mo,27.07.,2020-07-27 13:10:00,0 days 00:50:00.000000000,2020-07-27 14:00:00
239,CC,Modern Family  USA 2016,Sitcom,Serie,Mo,27.07.,2020-07-27 13:11:00,0 days 00:29:00.000000000,2020-07-27 13:40:00
240,K1,The Mentalist  USA 2012,Krimiserie,Serie,Mo,27.07.,2020-07-27 13:15:00,0 days 00:50:00.000000000,2020-07-27 14:05:00
241,DMAX,Fang des Lebens – Der gefährlichste Job Alaskas  USA,Reportage,Report,Mo,27.07.,2020-07-27 13:15:00,0 days 01:00:00.000000000,2020-07-27 14:15:00
242,3SAT,Auf blanken Gleisen durchs Nildelta  D,Doku,Report,Mo,27.07.,2020-07-27 13:20:00,0 days 00:30:00.000000000,2020-07-27 13:50:00
243,PRO7,Two and a Half Men  USA 2010,Comedyserie,Serie,Mo,27.07.,2020-07-27 13:25:00,0 days 00:25:00.000000000,2020-07-27 13:50:00
244,FES,Tierärztin Dr. Mertens  D 2007,Tierarztserie,Serie,Mo,27.07.,2020-07-27 13:25:00,0 days 00:45:00.000000000,2020-07-27 14:10:00
245,2NEO,Psych  USA 2013,Krimiserie,Serie,Mo,27.07.,2020-07-27 13:35:00,0 days 00:40:00.000000000,2020-07-27 14:15:00
246,PRO7M,Storage Wars  USA 2015,Auktionssoap,Unterhaltung,Mo,27.07.,2020-07-27 13:35:00,0 days 00:20:00.000000000,2020-07-27 13:55:00
247,ARTE,"Steht auf, Genossinnen!  F 2018",TV-Historiendrama,Spielfilm,Mo,27.07.,2020-07-27 13:40:00,0 days 01:30:00.000000000,2020-07-27 15:10:00
248,CC,Modern Family  USA 2016,Sitcom,Serie,Mo,27.07.,2020-07-27 13:40:00,0 days 00:20:00.000000000,2020-07-27 14:00:00
249,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Mo,27.07.,2020-07-27 13:45:00,0 days 00:45:00.000000000,2020-07-27 14:30:00
250,PRO7,Two and a Half Men  USA 2010,Comedyserie,Serie,Mo,27.07.,2020-07-27 13:50:00,0 days 00:30:00.000000000,2020-07-27 14:20:00
251,RTL-N,Team Knight Rider  USA 1997,Actionserie,Serie,Mo,27.07.,2020-07-27 13:50:00,0 days 00:40:00.000000000,2020-07-27 14:30:00
252,SIXX,Gilmore Girls  USA 2000,Familienserie,Serie,Mo,27.07.,2020-07-27 13:50:00,0 days 00:55:00.000000000,2020-07-27 14:45:00
253,3SAT,Marokko – Auf der Straße der Kasbahs  D 2014,Doku,Report,Mo,27.07.,2020-07-27 13:51:00,0 days 00:44:00.000000000,2020-07-27 14:35:00
254,TELE5,Dauerwerbesendung,Werbesendung,,Mo,27.07.,2020-07-27 13:55:00,0 days 02:00:00.000000000,2020-07-27 15:55:00
255,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Mo,27.07.,2020-07-27 13:55:00,0 days 00:30:00.000000000,2020-07-27 14:25:00
256,ARD,Tagesschau  D,Nachrichten,,Mo,27.07.,2020-07-27 14:00:00,0 days 00:10:00.000000000,2020-07-27 14:10:00
257,ZDF,heute – in Deutschland  D,Nachrichten,,Mo,27.07.,2020-07-27 14:00:00,0 days 00:15:00.000000000,2020-07-27 14:15:00
258,RTL,"Die Superhändler – 4 Räume, 1 Deal  D",Trödelshow,Unterhaltung,Mo,27.07.,2020-07-27 14:00:00,0 days 01:00:00.000000000,2020-07-27 15:00:00
259,SAT1,Auf Streife  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 14:00:00,0 days 01:00:00.000000000,2020-07-27 15:00:00
260,VOX,"Mein Kind, dein Kind – Wie erziehst du denn?  D",Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 14:00:00,0 days 01:00:00.000000000,2020-07-27 15:00:00
261,SAT1G,Unsere kleine Farm  USA 1981,Familienserie,Serie,Mo,27.07.,2020-07-27 14:00:00,0 days 00:55:00.000000000,2020-07-27 14:55:00
262,CC,Life in Pieces  USA 2018,Comedyserie,Serie,Mo,27.07.,2020-07-27 14:00:00,0 days 00:28:00.000000000,2020-07-27 14:28:00
263,SERVU,Servus Wetter  A,Wetterbericht,Report,Mo,27.07.,2020-07-27 14:03:00,0 days 00:02:00.000000000,2020-07-27 14:05:00
264,K1,Hawaii Five-0  USA 2015,Krimiserie,Serie,Mo,27.07.,2020-07-27 14:05:00,0 days 00:55:00.000000000,2020-07-27 15:00:00
265,SERVU,Auf Entdeckungsreise – um die Welt  D 2016,Doku,Report,Mo,27.07.,2020-07-27 14:05:00,0 days 01:00:00.000000000,2020-07-27 15:05:00
266,ARD,Rote Rosen  D 2020,Telenovela,Serie,Mo,27.07.,2020-07-27 14:10:00,0 days 00:50:00.000000000,2020-07-27 15:00:00
267,RTL2,Frauentausch  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 14:10:00,0 days 01:50:00.000000000,2020-07-27 16:00:00
268,FES,Gestüt Hochstetten (3): Die Enthüllung  A 2017,TV-Familiensaga,Spielfilm,Mo,27.07.,2020-07-27 14:10:00,0 days 01:35:00.000000000,2020-07-27 15:45:00
269,ZDF,Die Küchenschlacht  D,Kochshow,Unterhaltung,Mo,27.07.,2020-07-27 14:15:00,0 days 00:45:00.000000000,2020-07-27 15:00:00
270,2NEO,Psych  USA 2013,Krimiserie,Serie,Mo,27.07.,2020-07-27 14:15:00,0 days 00:45:00.000000000,2020-07-27 15:00:00
271,DMAX,Die Schatzsucher – Goldtaucher der Beringsee  USA,Dokusoap,Report,Mo,27.07.,2020-07-27 14:15:00,0 days 01:00:00.000000000,2020-07-27 15:15:00
272,PRO7,Two and a Half Men  USA 2010,Comedyserie,Serie,Mo,27.07.,2020-07-27 14:20:00,0 days 00:25:00.000000000,2020-07-27 14:45:00
273,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Mo,27.07.,2020-07-27 14:25:00,0 days 00:20:00.000000000,2020-07-27 14:45:00
274,CC,Bob's Burgers  USA 2013,Comedyserie,Serie,Mo,27.07.,2020-07-27 14:28:00,0 days 00:26:00.000000000,2020-07-27 14:54:00
275,RTL-N,M*A*S*H  USA 1980,Comedyserie,Serie,Mo,27.07.,2020-07-27 14:30:00,0 days 00:30:00.000000000,2020-07-27 15:00:00
276,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Mo,27.07.,2020-07-27 14:30:00,0 days 00:50:00.000000000,2020-07-27 15:20:00
277,3SAT,Oman  D 2016,Reisedoku,Report,Mo,27.07.,2020-07-27 14:35:00,0 days 00:45:00.000000000,2020-07-27 15:20:00
278,PRO7,The Middle  USA 2009,Comedyserie,Serie,Mo,27.07.,2020-07-27 14:45:00,0 days 00:30:00.000000000,2020-07-27 15:15:00
279,SIXX,Charmed – Zauberhafte Hexen  USA 2004,Mysteryserie,Serie,Mo,27.07.,2020-07-27 14:45:00,0 days 00:55:00.000000000,2020-07-27 15:40:00
280,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Mo,27.07.,2020-07-27 14:45:00,0 days 00:20:00.000000000,2020-07-27 15:05:00
281,CC,Bob's Burgers  USA 2013,Comedyserie,Serie,Mo,27.07.,2020-07-27 14:54:00,0 days 00:23:00.000000000,2020-07-27 15:17:00
282,SAT1G,Ein Engel auf Erden  USA 1984,Familienserie,Serie,Mo,27.07.,2020-07-27 14:55:00,0 days 00:50:00.000000000,2020-07-27 15:45:00
283,ARD,Tagesschau  D,Nachrichten,,Mo,27.07.,2020-07-27 15:00:00,0 days 00:10:00.000000000,2020-07-27 15:10:00
284,ZDF,heute Xpress,Nachrichten,,Mo,27.07.,2020-07-27 15:00:00,0 days 00:05:00.000000000,2020-07-27 15:05:00
285,RTL,"Die Superhändler – 4 Räume, 1 Deal  D",Trödelshow,Unterhaltung,Mo,27.07.,2020-07-27 15:00:00,0 days 01:00:00.000000000,2020-07-27 16:00:00
286,SAT1,Auf Streife – Die Spezialisten  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 15:00:00,0 days 01:00:00.000000000,2020-07-27 16:00:00
287,K1,Navy CIS: L.A.  USA 2015,Krimiserie,Serie,Mo,27.07.,2020-07-27 15:00:00,0 days 00:50:00.000000000,2020-07-27 15:50:00
288,VOX,Shopping Queen  D,Stylingsoap,Unterhaltung,Mo,27.07.,2020-07-27 15:00:00,0 days 01:00:00.000000000,2020-07-27 16:00:00
289,2NEO,Monk  USA 2004,Krimiserie,Serie,Mo,27.07.,2020-07-27 15:00:00,0 days 00:40:00.000000000,2020-07-27 15:40:00
290,RTL-N,M*A*S*H  USA 1980,Comedyserie,Serie,Mo,27.07.,2020-07-27 15:00:00,0 days 00:20:00.000000000,2020-07-27 15:20:00
291,ZDF,Bares für Rares  D,Trödelshow,Unterhaltung,Mo,27.07.,2020-07-27 15:05:00,0 days 00:55:00.000000000,2020-07-27 16:00:00
292,SERVU,Moderne Wunder  USA,Reportagereihe,Report,Mo,27.07.,2020-07-27 15:05:00,0 days 00:55:00.000000000,2020-07-27 16:00:00
293,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Mo,27.07.,2020-07-27 15:05:00,0 days 00:30:00.000000000,2020-07-27 15:35:00
294,ARD,Sturm der Liebe  D 2020,Telenovela,Serie,Mo,27.07.,2020-07-27 15:10:00,0 days 00:50:00.000000000,2020-07-27 16:00:00
295,ARTE,"Good Night, and Good Luck.  USA 2005",Medienpolitdrama,Spielfilm,Mo,27.07.,2020-07-27 15:10:00,0 days 01:40:00.000000000,2020-07-27 16:50:00
296,PRO7,The Middle  USA 2009,Comedyserie,Serie,Mo,27.07.,2020-07-27 15:15:00,0 days 00:25:00.000000000,2020-07-27 15:40:00
297,DMAX,Die Schatzsucher – Goldtaucher der Beringsee  USA,Dokusoap,Report,Mo,27.07.,2020-07-27 15:15:00,0 days 01:00:00.000000000,2020-07-27 16:15:00
298,CC,Bob's Burgers  USA 2013,Comedyserie,Serie,Mo,27.07.,2020-07-27 15:17:00,0 days 00:24:00.000000000,2020-07-27 15:41:00
299,3SAT,Der Duft des Orient – Die Weihrauchstraße  D 2009,Doku,Report,Mo,27.07.,2020-07-27 15:19:00,0 days 00:45:00.000000000,2020-07-27 16:04:00
300,RTL-N,"Hör' mal, wer da hämmert!  USA 1995",Comedyserie,Serie,Mo,27.07.,2020-07-27 15:20:00,0 days 00:30:00.000000000,2020-07-27 15:50:00
301,RTLPL,Das Familiengericht  D,Gerichtsshow,Unterhaltung,Mo,27.07.,2020-07-27 15:20:00,0 days 00:50:00.000000000,2020-07-27 16:10:00
302,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Mo,27.07.,2020-07-27 15:35:00,0 days 00:20:00.000000000,2020-07-27 15:55:00
303,PRO7,The Big Bang Theory  USA 2012,Sitcom,Serie,Mo,27.07.,2020-07-27 15:40:00,0 days 00:25:00.000000000,2020-07-27 16:05:00
304,2NEO,Monk  USA 2004,Krimiserie,Serie,Mo,27.07.,2020-07-27 15:40:00,0 days 00:40:00.000000000,2020-07-27 16:20:00
305,SIXX,Charmed – Zauberhafte Hexen  USA 2004,Mysteryserie,Serie,Mo,27.07.,2020-07-27 15:40:00,0 days 00:50:00.000000000,2020-07-27 16:30:00
306,CC,American Dad  USA 2011,Zeichentrickserie,Serie,Mo,27.07.,2020-07-27 15:41:00,0 days 00:24:00.000000000,2020-07-27 16:05:00
307,FES,Morden im Norden  D 2014,Krimiserie,Serie,Mo,27.07.,2020-07-27 15:45:00,0 days 00:50:00.000000000,2020-07-27 16:35:00
308,SAT1G,Diagnose: Mord  USA 1998,Krimiserie,Serie,Mo,27.07.,2020-07-27 15:45:00,0 days 00:50:00.000000000,2020-07-27 16:35:00
309,K1,Kabel Eins News,Nachrichten,,Mo,27.07.,2020-07-27 15:50:00,0 days 00:10:00.000000000,2020-07-27 16:00:00
310,RTL-N,"Hör' mal, wer da hämmert!  USA 1995",Comedyserie,Serie,Mo,27.07.,2020-07-27 15:50:00,0 days 00:20:00.000000000,2020-07-27 16:10:00
311,TELE5,Dauerwerbesendung,Werbesendung,,Mo,27.07.,2020-07-27 15:55:00,0 days 00:05:00.000000000,2020-07-27 16:00:00
312,PRO7M,Storage Wars – Geschäfte in Texas  USA 2013,Realityshow,Unterhaltung,Mo,27.07.,2020-07-27 15:55:00,0 days 00:25:00.000000000,2020-07-27 16:20:00
313,ARD,Tagesschau  D,Nachrichten,,Mo,27.07.,2020-07-27 16:00:00,0 days 00:10:00.000000000,2020-07-27 16:10:00
314,ZDF,heute – in Europa,Europanachrichten,,Mo,27.07.,2020-07-27 16:00:00,0 days 00:10:00.000000000,2020-07-27 16:10:00
315,RTL,Kitsch oder Kasse  D,Ratespiel,Unterhaltung,Mo,27.07.,2020-07-27 16:00:00,0 days 01:00:00.000000000,2020-07-27 17:00:00
316,SAT1,Klinik am Südring  D,Dokusoap,Unterhaltung,Mo,27.07.,2020-07-27 16:00:00,0 days 01:00:00.000000000,2020-07-27 17:00:00
317,K1,Navy CIS  USA 2008,Krimiserie,Serie,Mo,27.07.,2020-07-27 16:00:00,0 days 00:55:00.000000000,2020-07-27 16:55:00
318,RTL2,Die Straßencops – Jugend im Visier  2015,Reportage,Report,Mo,27.07.,2020-07-27 16:00:00,0 days 01:00:00.000000000,2020-07-27 17:00:00
319,VOX,4 Hochzeiten und eine Traumreise  D,Hochzeitsdokusoap,Unterhaltung,Mo,27.07.,2020-07-27 16:00:00,0 days 01:00:00.000000000,2020-07-27 17:00:00
320,TELE5,Dauerwerbesendung,Werbesendung,,Mo,27.07.,2020-07-27 16:00:00,0 days 00:15:00.000000000,2020-07-27 16:15:00
321,SERVU,Spektakuläre Bauwerke  GB 2018,Dokureihe,Report,Mo,27.07.,2020-07-27 16:00:00,0 days 01:00:00.000000000,2020-07-27 17:00:00
322,3SAT,Basare der Welt  D 2016,Doku,Report,Mo,27.07.,2020-07-27 16:04:00,0 days 00:44:00.000000000,2020-07-27 16:48:00
323,PRO7,The Big Bang Theory  USA 2012,Sitcom,Serie,Mo,27.07.,2020-07-27 16:05:00,0 days 00:25:00.000000000,2020-07-27 16:30:00
324,CC,American Dad  USA 2011,Zeichentrickserie,Serie,Mo,27.07.,2020-07-27 16:05:00,0 days 00:25:00.000000000,2020-07-27 16:30:00
325,ARD,Verrückt nach Meer  D 2019,Dokusoap,Report,Mo,27.07.,2020-07-27 16:10:00,0 days 00:50:00.000000000,2020-07-27 17:00:00
326,ZDF,Die Rosenheim-Cops  D 2011,Krimiserie,Serie,Mo,27.07.,2020-07-27 16:10:00,0 days 00:50:00.000000000,2020-07-27 17:00:00
327,RTL-N,Team Knight Rider  USA 1997,Actionserie,Serie,Mo,27.07.,2020-07-27 16:10:00,0 days 00:50:00.000000000,2020-07-27 17:00:00
328,RTLPL,Das Familiengericht  D,Gerichtsshow,Unterhaltung,Mo,27.07.,2020-07-27 16:10:00,0 days 00:50:00.000000000,2020-07-27 17:00:00
329,TELE5,Star Trek – Das nächste Jahrhundert  USA 1991,Sci-Fi-Serie,Serie,Mo,27.07.,2020-07-27 16:15:00,0 days 00:55:00.000000000,2020-07-27 17:10:00
330,DMAX,Border Control – Spaniens Grenzschützer  E,Dokureihe,Report,Mo,27.07.,2020-07-27 16:15:00,0 days 00:30:00.000000000,2020-07-27 16:45:00
331,2NEO,Psych  USA 2013,Krimiserie,Serie,Mo,27.07.,2020-07-27 16:20:00,0 days 00:40:00.000000000,2020-07-27 17:00:00
332,PRO7M,Magic Kaito  Jap. 2014,Animeserie,Serie,Mo,27.07.,2020-07-27 16:20:00,0 days 00:25:00.000000000,2020-07-27 16:45:00
